pickup_zone,dropoff_zone,time_interval,pickup_lon,pickup_lat,dropoff_lon,dropoff_lat,n
Washington Heights North,East Harlem North,10,-73.9393554,40.8417082,-73.9464769,40.8115504,236
Williamsburg (South Side),Williamsburg (North Side),16,-73.9517335,40.7079936,-73.9634429,40.7190424,236
Central Harlem,Washington Heights North,18,-73.9538699,40.7988378,-73.9393554,40.8417082,237
East Harlem North,Upper West Side North,6,-73.9464769,40.8115504,-73.9753676,40.7870106,237
Elmhurst,Elmhurst/Maspeth,12,-73.8801301,40.737975,-73.8932385,40.7395973,237
Forest Hills,Flushing Meadows-Corona Park,16,-73.8448469,40.718106,-73.8448469,40.7428054,237
Fort Greene,Fort Greene,8,-73.9741874,40.6920638,-73.9741874,40.6920638,237
Highbridge Park,Highbridge Park,14,-73.9332427,40.8433959,-73.9332427,40.8433959,237
Jackson Heights,Elmhurst,20,-73.8830701,40.7556818,-73.8801301,40.737975,237
Little Italy/NoLiTa,Williamsburg (North Side),18,-73.9904233,40.7065737,-73.9634429,40.7190424,237
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,6,-73.9441579,40.6781784,-73.9441579,40.6781784,237
Williamsburg (North Side),Williamsburg (South Side),12,-73.9634429,40.7190424,-73.9517335,40.7079936,237
Elmhurst/Maspeth,Old Astoria,18,-73.8932385,40.7395973,-73.892939,40.7328166,238
Forest Hills,Kew Gardens Hills,18,-73.8448469,40.718106,-73.8106854,40.7384986,238
Hamilton Heights,Bloomingdale,8,-73.9496079,40.8259597,-73.9697795,40.7988958,238
Steinway,Jackson Heights,2,-73.9124667,40.7669996,-73.8830701,40.7556818,238
Yorkville East,Upper East Side North,14,-73.9492079,40.7762231,-73.9565551,40.7735649,238
Boerum Hill,Prospect Heights,10,-73.9844722,40.6848689,-73.9668408,40.6774196,239
Clinton Hill,Fort Greene,20,-73.9639021,40.6893665,-73.9741874,40.6920638,239
Elmhurst,North Corona,18,-73.8801301,40.737975,-73.8624893,40.7502698,239
Elmhurst/Maspeth,Elmhurst/Maspeth,12,-73.8932385,40.7395973,-73.8932385,40.7395973,239
Elmhurst/Maspeth,Woodside,8,-73.8932385,40.7395973,-73.9036487,40.7512123,239
Jamaica,Jamaica,8,-73.7889689,40.702677,-73.7889689,40.702677,239
Jamaica,Jamaica,10,-73.7889689,40.702677,-73.7889689,40.702677,239
Williamsburg (North Side),East Williamsburg,18,-73.9634429,40.7190424,-73.9330429,40.7158762,239
Williamsburg (North Side),Prospect Heights,2,-73.9634429,40.7190424,-73.9668408,40.6774196,239
Corona,Jackson Heights,20,-73.8642613,40.7449859,-73.8830701,40.7556818,240
Cobble Hill,Clinton Hill,18,-73.9962255,40.686536,-73.9639021,40.6893665,241
East Harlem North,East Elmhurst,10,-73.9464769,40.8115504,-73.8713099,40.7737505,241
Elmhurst/Maspeth,East Elmhurst,4,-73.8932385,40.7395973,-73.8713099,40.7737505,241
Flushing,College Point,20,-73.833079,40.7674987,-73.8389657,40.786395,241
Jackson Heights,Elmhurst,14,-73.8830701,40.7556818,-73.8801301,40.737975,241
Stuyvesant Heights,Bushwick North,2,-73.9330981,40.6882279,-73.9212858,40.6944282,241
Washington Heights North,East Harlem North,12,-73.9393554,40.8417082,-73.9464769,40.8115504,241
Central Harlem,Manhattanville,10,-73.9538699,40.7988378,-73.9558333,40.8169443,242
Cobble Hill,Boerum Hill,12,-73.9962255,40.686536,-73.9844722,40.6848689,242
East Harlem North,Randalls Island,0,-73.9464769,40.8115504,-73.9271644,40.7891291,242
Williamsburg (North Side),Clinton Hill,18,-73.9634429,40.7190424,-73.9639021,40.6893665,242
Boerum Hill,Cobble Hill,14,-73.9844722,40.6848689,-73.9962255,40.686536,243
Boerum Hill,Stuyvesant Heights,16,-73.9844722,40.6848689,-73.9330981,40.6882279,243
Brooklyn Heights,Park Slope,18,-73.9932872,40.6960105,-73.9805817,40.6681038,243
Central Harlem,Lenox Hill East,20,-73.9538699,40.7988378,-73.9602312,40.7662315,243
Elmhurst/Maspeth,East Elmhurst,22,-73.8932385,40.7395973,-73.8713099,40.7737505,243
Jackson Heights,Elmhurst,2,-73.8830701,40.7556818,-73.8801301,40.737975,243
Little Italy/NoLiTa,Brooklyn Heights,18,-73.9904233,40.7065737,-73.9932872,40.6960105,243
Williamsburg (North Side),Astoria,0,-73.9634429,40.7190424,-73.9234619,40.7643574,243
Williamsburg (South Side),Prospect Heights,22,-73.9517335,40.7079936,-73.9668408,40.6774196,243
Woodside,Elmhurst,18,-73.9036487,40.7512123,-73.8801301,40.737975,243
Briarwood/Jamaica Hills,Kew Gardens,16,-73.8273848,40.7126936,-73.8272029,40.705695,244
East Williamsburg,Bushwick North,22,-73.9330429,40.7158762,-73.9212858,40.6944282,244
Manhattanville,Morningside Heights,12,-73.9558333,40.8169443,-73.9624327,40.8089564,244
Astoria,Roosevelt Island,20,-73.9234619,40.7643574,-73.9509934,40.7605031,245
Boerum Hill,Green-Wood Cemetery,22,-73.9844722,40.6848689,-73.995692,40.659017,245
Brooklyn Heights,Cobble Hill,12,-73.9932872,40.6960105,-73.9962255,40.686536,245
Central Harlem,Midtown Center,6,-73.9538699,40.7988378,-73.9784137,40.7553676,245
Central Harlem,Midtown East,8,-73.9538699,40.7988378,-73.9668408,40.7540369,245
Prospect Heights,Boerum Hill,16,-73.9668408,40.6774196,-73.9844722,40.6848689,245
Prospect Heights,Clinton Hill,16,-73.9668408,40.6774196,-73.9639021,40.6893665,245
Woodside,Jackson Heights,2,-73.9036487,40.7512123,-73.8830701,40.7556818,245
Woodside,Maspeth,0,-73.9036487,40.7512123,-73.9065883,40.7294018,245
Woodside,Old Astoria,22,-73.9036487,40.7512123,-73.892939,40.7328166,245
Yorkville East,Yorkville East,12,-73.9492079,40.7762231,-73.9492079,40.7762231,245
Central Harlem,Randalls Island,6,-73.9538699,40.7988378,-73.9271644,40.7891291,246
Clinton Hill,Bushwick North,22,-73.9639021,40.6893665,-73.9212858,40.6944282,246
Clinton Hill,Stuyvesant Heights,16,-73.9639021,40.6893665,-73.9330981,40.6882279,246
Downtown Brooklyn/MetroTech,Boerum Hill,14,-73.9861433,40.6942409,-73.9844722,40.6848689,246
East Harlem North,East Concourse/Concourse Village,14,-73.9464769,40.8115504,-73.919308,40.824062,246
East Harlem North,East Concourse/Concourse Village,18,-73.9464769,40.8115504,-73.919308,40.824062,246
Elmhurst/Maspeth,North Corona,4,-73.8932385,40.7395973,-73.8624893,40.7502698,246
Steinway,Astoria,4,-73.9124667,40.7669996,-73.9234619,40.7643574,246
Sunnyside,Long Island City/Queens Plaza,8,-73.9196324,40.7432759,-73.9373702,40.7487173,246
Williamsburg (North Side),Lower East Side,2,-73.9634429,40.7190424,-73.9842724,40.715033,246
Brooklyn Heights,Brooklyn Heights,8,-73.9932872,40.6960105,-73.9932872,40.6960105,247
Central Harlem,East Harlem North,4,-73.9538699,40.7988378,-73.9464769,40.8115504,247
Clinton Hill,Boerum Hill,10,-73.9639021,40.6893665,-73.9844722,40.6848689,247
Clinton Hill,Williamsburg (South Side),22,-73.9639021,40.6893665,-73.9517335,40.7079936,247
Downtown Brooklyn/MetroTech,Clinton Hill,22,-73.9861433,40.6942409,-73.9639021,40.6893665,247
Elmhurst/Maspeth,Corona,4,-73.8932385,40.7395973,-73.8642613,40.7449859,247
Greenpoint,Long Island City/Hunters Point,20,-73.9418603,40.7245448,-73.95639,40.74128,247
Manhattanville,Central Harlem,16,-73.9558333,40.8169443,-73.9538699,40.7988378,247
Manhattanville,Hamilton Heights,8,-73.9558333,40.8169443,-73.9496079,40.8259597,247
Williamsburg (North Side),Prospect Heights,20,-73.9634429,40.7190424,-73.9668408,40.6774196,247
Astoria,Sunnyside,12,-73.9234619,40.7643574,-73.9196324,40.7432759,248
Forest Hills,Rego Park,10,-73.8448469,40.718106,-73.8624893,40.7255722,248
Washington Heights North,East Harlem North,8,-73.9393554,40.8417082,-73.9464769,40.8115504,248
Central Harlem,Morningside Heights,22,-73.9538699,40.7988378,-73.9624327,40.8089564,249
Clinton Hill,Downtown Brooklyn/MetroTech,8,-73.9639021,40.6893665,-73.9861433,40.6942409,249
Downtown Brooklyn/MetroTech,Downtown Brooklyn/MetroTech,20,-73.9861433,40.6942409,-73.9861433,40.6942409,249
East Harlem North,Mott Haven/Port Morris,14,-73.9464769,40.8115504,-73.9218949,40.7992799,249
Elmhurst,Sunnyside,16,-73.8801301,40.737975,-73.9196324,40.7432759,249
Greenpoint,Williamsburg (South Side),18,-73.9418603,40.7245448,-73.9517335,40.7079936,249
Marine Park/Floyd Bennett Field,Stuyvesant Heights,12,-73.9441579,40.6781784,-73.9330981,40.6882279,249
Morningside Heights,Upper East Side North,10,-73.9624327,40.8089564,-73.9565551,40.7735649,249
Williamsburg (North Side),South Williamsburg,2,-73.9634429,40.7190424,-73.9701967,40.7085692,249
Williamsburg (South Side),Ridgewood,2,-73.9517335,40.7079936,-73.9018292,40.7043986,249
Central Harlem,Midtown Center,10,-73.9538699,40.7988378,-73.9784137,40.7553676,250
Clinton Hill,Clinton Hill,0,-73.9639021,40.6893665,-73.9639021,40.6893665,250
Elmhurst,Woodside,16,-73.8801301,40.737975,-73.9036487,40.7512123,250
Greenpoint,Long Island City/Hunters Point,22,-73.9418603,40.7245448,-73.95639,40.74128,250
Jackson Heights,Woodside,10,-73.8830701,40.7556818,-73.9036487,40.7512123,250
Little Italy/NoLiTa,Boerum Hill,16,-73.9904233,40.7065737,-73.9844722,40.6848689,250
Prospect Heights,Clinton Hill,0,-73.9668408,40.6774196,-73.9639021,40.6893665,250
Sunnyside,Sunnyside,22,-73.9196324,40.7432759,-73.9196324,40.7432759,250
Briarwood/Jamaica Hills,Richmond Hill,22,-73.8273848,40.7126936,-73.8272029,40.6958108,251
Clinton Hill,Williamsburg (South Side),20,-73.9639021,40.6893665,-73.9517335,40.7079936,251
Cobble Hill,Carroll Gardens,14,-73.9962255,40.686536,-73.9991637,40.6795331,251
Cobble Hill,Park Slope,22,-73.9962255,40.686536,-73.9805817,40.6681038,251
Forest Hills,Kew Gardens Hills,0,-73.8448469,40.718106,-73.8106854,40.7384986,251
Hamilton Heights,Central Harlem,20,-73.9496079,40.8259597,-73.9538699,40.7988378,251
Jackson Heights,Corona,14,-73.8830701,40.7556818,-73.8642613,40.7449859,251
Little Italy/NoLiTa,Flatiron,8,-73.9904233,40.7065737,-73.9896986,40.7410605,251
Manhattanville,Manhattanville,18,-73.9558333,40.8169443,-73.9558333,40.8169443,251
Washington Heights North,Upper West Side North,18,-73.9393554,40.8417082,-73.9753676,40.7870106,251
Elmhurst/Maspeth,East Elmhurst,20,-73.8932385,40.7395973,-73.8713099,40.7737505,252
Fort Greene,Boerum Hill,10,-73.9741874,40.6920638,-73.9844722,40.6848689,252
Homecrest,Manhattan Beach,20,-73.9583652,40.5942311,-73.9389213,40.578158,252
Stuyvesant Heights,Marine Park/Floyd Bennett Field,18,-73.9330981,40.6882279,-73.9441579,40.6781784,252
Brooklyn Heights,Cobble Hill,10,-73.9932872,40.6960105,-73.9962255,40.686536,253
Bushwick North,Bushwick North,22,-73.9212858,40.6944282,-73.9212858,40.6944282,253
Forest Hills,Kew Gardens Hills,16,-73.8448469,40.718106,-73.8106854,40.7384986,253
Little Italy/NoLiTa,World Trade Center,8,-73.9904233,40.7065737,-74.0131196,40.7118011,253
Marine Park/Floyd Bennett Field,Clinton Hill,8,-73.9441579,40.6781784,-73.9639021,40.6893665,253
Prospect Heights,Boerum Hill,20,-73.9668408,40.6774196,-73.9844722,40.6848689,253
Cobble Hill,Cobble Hill,14,-73.9962255,40.686536,-73.9962255,40.686536,254
Elmhurst,Woodside,18,-73.8801301,40.737975,-73.9036487,40.7512123,254
Fort Greene,Downtown Brooklyn/MetroTech,18,-73.9741874,40.6920638,-73.9861433,40.6942409,254
Prospect Heights,Marine Park/Floyd Bennett Field,16,-73.9668408,40.6774196,-73.9441579,40.6781784,254
Yorkville East,Upper East Side North,16,-73.9492079,40.7762231,-73.9565551,40.7735649,254
Forest Hills,Briarwood/Jamaica Hills,0,-73.8448469,40.718106,-73.8273848,40.7126936,255
Fort Greene,Downtown Brooklyn/MetroTech,16,-73.9741874,40.6920638,-73.9861433,40.6942409,255
Jamaica,South Ozone Park,18,-73.7889689,40.702677,-73.8124984,40.6764003,255
Morningside Heights,Bloomingdale,22,-73.9624327,40.8089564,-73.9697795,40.7988958,255
Williamsburg (South Side),Marine Park/Floyd Bennett Field,2,-73.9517335,40.7079936,-73.9441579,40.6781784,255
Williamsburg (South Side),Ridgewood,0,-73.9517335,40.7079936,-73.9018292,40.7043986,255
Clinton Hill,Williamsburg (South Side),18,-73.9639021,40.6893665,-73.9517335,40.7079936,256
Gowanus,Park Slope,18,-73.9903489,40.6733364,-73.9805817,40.6681038,256
Jackson Heights,Woodside,12,-73.8830701,40.7556818,-73.9036487,40.7512123,256
Washington Heights North,Upper West Side North,16,-73.9393554,40.8417082,-73.9753676,40.7870106,256
Brooklyn Heights,Brooklyn Heights,18,-73.9932872,40.6960105,-73.9932872,40.6960105,258
Central Harlem,Garment District,16,-73.9538699,40.7988378,-73.9916342,40.7547072,258
Downtown Brooklyn/MetroTech,Cobble Hill,18,-73.9861433,40.6942409,-73.9962255,40.686536,258
East Harlem North,Mott Haven/Port Morris,16,-73.9464769,40.8115504,-73.9218949,40.7992799,258
Hamilton Heights,Washington Heights North,0,-73.9496079,40.8259597,-73.9393554,40.8417082,258
Long Island City/Hunters Point,Williamsburg (South Side),20,-73.95639,40.74128,-73.9517335,40.7079936,258
Park Slope,Green-Wood Cemetery,20,-73.9805817,40.6681038,-73.995692,40.659017,258
Steinway,Astoria Park,12,-73.9124667,40.7669996,-73.9215888,40.7796684,258
Washington Heights North,Highbridge Park,22,-73.9393554,40.8417082,-73.9332427,40.8433959,258
Boerum Hill,Park Slope,10,-73.9844722,40.6848689,-73.9805817,40.6681038,259
Clinton Hill,Fort Greene,16,-73.9639021,40.6893665,-73.9741874,40.6920638,259
Elmhurst/Maspeth,Elmhurst,4,-73.8932385,40.7395973,-73.8801301,40.737975,259
Prospect Heights,Stuyvesant Heights,20,-73.9668408,40.6774196,-73.9330981,40.6882279,259
Astoria,Long Island City/Queens Plaza,10,-73.9234619,40.7643574,-73.9373702,40.7487173,260
Elmhurst,Jackson Heights,12,-73.8801301,40.737975,-73.8830701,40.7556818,260
Long Island City/Hunters Point,Williamsburg (North Side),16,-73.95639,40.74128,-73.9634429,40.7190424,260
Woodside,Woodside,8,-73.9036487,40.7512123,-73.9036487,40.7512123,260
Central Harlem,Garment District,14,-73.9538699,40.7988378,-73.9916342,40.7547072,261
Central Harlem,Manhattanville,8,-73.9538699,40.7988378,-73.9558333,40.8169443,261
Little Italy/NoLiTa,Clinton Hill,18,-73.9904233,40.7065737,-73.9639021,40.6893665,261
Long Island City/Hunters Point,Williamsburg (South Side),22,-73.95639,40.74128,-73.9517335,40.7079936,261
Manhattanville,Manhattanville,16,-73.9558333,40.8169443,-73.9558333,40.8169443,261
Marine Park/Floyd Bennett Field,Clinton Hill,22,-73.9441579,40.6781784,-73.9639021,40.6893665,261
Queensboro Hill,Queensboro Hill,18,-73.940358,40.7509287,-73.940358,40.7509287,261
Yorkville East,Bloomingdale,16,-73.9492079,40.7762231,-73.9697795,40.7988958,261
Brooklyn Heights,Boerum Hill,16,-73.9932872,40.6960105,-73.9844722,40.6848689,262
Long Island City/Hunters Point,Williamsburg (North Side),8,-73.95639,40.74128,-73.9634429,40.7190424,262
Manhattanville,Central Harlem,8,-73.9558333,40.8169443,-73.9538699,40.7988378,262
Prospect Heights,Crown Heights North,0,-73.9668408,40.6774196,-73.9447994,40.6681032,262
Briarwood/Jamaica Hills,Briarwood/Jamaica Hills,16,-73.8273848,40.7126936,-73.8273848,40.7126936,263
Corona,Corona,16,-73.8642613,40.7449859,-73.8642613,40.7449859,263
Elmhurst,Sunnyside,18,-73.8801301,40.737975,-73.9196324,40.7432759,263
Manhattanville,Hamilton Heights,10,-73.9558333,40.8169443,-73.9496079,40.8259597,263
Morningside Heights,Upper East Side North,12,-73.9624327,40.8089564,-73.9565551,40.7735649,263
Park Slope,Gowanus,18,-73.9805817,40.6681038,-73.9903489,40.6733364,263
Prospect Heights,Prospect Heights,10,-73.9668408,40.6774196,-73.9668408,40.6774196,263
Astoria,Long Island City/Queens Plaza,8,-73.9234619,40.7643574,-73.9373702,40.7487173,264
Central Harlem,Yorkville East,0,-73.9538699,40.7988378,-73.9492079,40.7762231,264
Clinton Hill,Fort Greene,8,-73.9639021,40.6893665,-73.9741874,40.6920638,264
Cobble Hill,Park Slope,16,-73.9962255,40.686536,-73.9805817,40.6681038,264
East Harlem North,Melrose South,20,-73.9464769,40.8115504,-73.9168766,40.8209719,264
Jackson Heights,Woodside,0,-73.8830701,40.7556818,-73.9036487,40.7512123,264
Rego Park,Forest Hills,16,-73.8624893,40.7255722,-73.8448469,40.718106,264
Rego Park,Rego Park,12,-73.8624893,40.7255722,-73.8624893,40.7255722,264
Stuyvesant Heights,Bushwick North,0,-73.9330981,40.6882279,-73.9212858,40.6944282,264
Williamsburg (North Side),East Village,20,-73.9634429,40.7190424,-73.9815337,40.7264773,264
Williamsburg (North Side),Long Island City/Hunters Point,14,-73.9634429,40.7190424,-73.95639,40.74128,264
Boerum Hill,Downtown Brooklyn/MetroTech,22,-73.9844722,40.6848689,-73.9861433,40.6942409,265
East Harlem North,Randalls Island,8,-73.9464769,40.8115504,-73.9271644,40.7891291,265
East Williamsburg,Bushwick North,2,-73.9330429,40.7158762,-73.9212858,40.6944282,265
Elmhurst/Maspeth,Old Astoria,20,-73.8932385,40.7395973,-73.892939,40.7328166,265
Long Island City/Hunters Point,Greenpoint,0,-73.95639,40.74128,-73.9418603,40.7245448,265
Long Island City/Hunters Point,Williamsburg (North Side),0,-73.95639,40.74128,-73.9634429,40.7190424,265
Morningside Heights,Manhattanville,10,-73.9624327,40.8089564,-73.9558333,40.8169443,265
Woodside,Sunnyside,0,-73.9036487,40.7512123,-73.9196324,40.7432759,265
Boerum Hill,Green-Wood Cemetery,20,-73.9844722,40.6848689,-73.995692,40.659017,266
Boerum Hill,Park Slope,0,-73.9844722,40.6848689,-73.9805817,40.6681038,266
Elmhurst,Woodside,20,-73.8801301,40.737975,-73.9036487,40.7512123,266
Forest Hills,Kew Gardens Hills,22,-73.8448469,40.718106,-73.8106854,40.7384986,266
Long Island City/Hunters Point,Long Island City/Hunters Point,6,-73.95639,40.74128,-73.95639,40.74128,266
Woodside,Steinway,16,-73.9036487,40.7512123,-73.9124667,40.7669996,266
Woodside,Woodside,12,-73.9036487,40.7512123,-73.9036487,40.7512123,266
Boerum Hill,Clinton Hill,0,-73.9844722,40.6848689,-73.9639021,40.6893665,267
Greenpoint,Greenpoint,18,-73.9418603,40.7245448,-73.9418603,40.7245448,267
Prospect Heights,Stuyvesant Heights,22,-73.9668408,40.6774196,-73.9330981,40.6882279,267
Rego Park,Elmhurst,14,-73.8624893,40.7255722,-73.8801301,40.737975,267
Woodside,Woodside,10,-73.9036487,40.7512123,-73.9036487,40.7512123,267
Astoria,Jackson Heights,2,-73.9234619,40.7643574,-73.8830701,40.7556818,268
Astoria,Roosevelt Island,18,-73.9234619,40.7643574,-73.9509934,40.7605031,268
Highbridge Park,Washington Heights North,14,-73.9332427,40.8433959,-73.9393554,40.8417082,268
Long Island City/Hunters Point,Williamsburg (South Side),0,-73.95639,40.74128,-73.9517335,40.7079936,268
Park Slope,Green-Wood Cemetery,18,-73.9805817,40.6681038,-73.995692,40.659017,268
Williamsburg (South Side),Williamsburg (South Side),4,-73.9517335,40.7079936,-73.9517335,40.7079936,268
Yorkville East,Yorkville East,14,-73.9492079,40.7762231,-73.9492079,40.7762231,268
Steinway,Jackson Heights,14,-73.9124667,40.7669996,-73.8830701,40.7556818,269
Williamsburg (North Side),Ridgewood,2,-73.9634429,40.7190424,-73.9018292,40.7043986,269
Briarwood/Jamaica Hills,South Ozone Park,20,-73.8273848,40.7126936,-73.8124984,40.6764003,270
Carroll Gardens,Brooklyn Heights,8,-73.9991637,40.6795331,-73.9932872,40.6960105,270
Homecrest,Manhattan Beach,16,-73.9583652,40.5942311,-73.9389213,40.578158,270
Jamaica,South Ozone Park,22,-73.7889689,40.702677,-73.8124984,40.6764003,270
Washington Heights North,East Harlem North,18,-73.9393554,40.8417082,-73.9464769,40.8115504,270
Greenpoint,Greenpoint,20,-73.9418603,40.7245448,-73.9418603,40.7245448,271
Little Italy/NoLiTa,Boerum Hill,18,-73.9904233,40.7065737,-73.9844722,40.6848689,271
Marine Park/Floyd Bennett Field,Marine Park/Floyd Bennett Field,2,-73.9441579,40.6781784,-73.9441579,40.6781784,271
Morningside Heights,Washington Heights North,16,-73.9624327,40.8089564,-73.9393554,40.8417082,271
Washington Heights North,Hamilton Heights,22,-73.9393554,40.8417082,-73.9496079,40.8259597,271
Williamsburg (South Side),Williamsburg (South Side),16,-73.9517335,40.7079936,-73.9517335,40.7079936,271
Clinton Hill,Marine Park/Floyd Bennett Field,16,-73.9639021,40.6893665,-73.9441579,40.6781784,272
Corona,North Corona,18,-73.8642613,40.7449859,-73.8624893,40.7502698,272
Hamilton Heights,Central Harlem,10,-73.9496079,40.8259597,-73.9538699,40.7988378,272
Hamilton Heights,Morningside Heights,10,-73.9496079,40.8259597,-73.9624327,40.8089564,272
Jamaica,Jamaica,14,-73.7889689,40.702677,-73.7889689,40.702677,272
Jamaica,South Jamaica,20,-73.7889689,40.702677,-73.7919103,40.6808594,272
