"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n","color"
"Battery Park City","Midtown Center",18,-74.0160576,40.7122172,-73.9784137,40.7553676,230,"yellow"
"Battery Park City","Murray Hill",16,-74.0160576,40.7122172,-73.9756567,40.7478792,230,"yellow"
"Battery Park City","Seaport",10,-74.0160576,40.7122172,-74.006884,40.711197,230,"yellow"
"Battery Park City","West Village",14,-74.0160576,40.7122172,-74.0035709,40.735781,230,"yellow"
"Battery Park City","West Village",16,-74.0160576,40.7122172,-74.0035709,40.735781,230,"yellow"
"Battery Park City","World Trade Center",12,-74.0160576,40.7122172,-74.0131196,40.7118011,230,"yellow"
"Bloomingdale","East Chelsea",6,-73.9697795,40.7988958,-74.0013737,40.7465004,230,"yellow"
"Bloomingdale","Midtown North",6,-73.9697795,40.7988958,-73.9840195,40.7549309,230,"yellow"
"Bloomingdale","Morningside Heights",4,-73.9697795,40.7988958,-73.9624327,40.8089564,230,"yellow"
"Bloomingdale","Washington Heights North",10,-73.9697795,40.7988958,-73.9393554,40.8417082,230,"yellow"
"Boerum Hill","Crown Heights North",22,-73.9844722,40.6848689,-73.9447994,40.6681032,230,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Battery Park",20,-74.0059413,40.7127837,-74.0170279,40.7032775,230,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Central Park",8,-74.0059413,40.7127837,-73.9741874,40.7711329,230,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Flatiron",6,-74.0059413,40.7127837,-73.9896986,40.7410605,230,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Flatiron",8,-74.0059413,40.7127837,-73.9896986,40.7410605,230,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Flatiron",18,-74.0059413,40.7127837,-73.9896986,40.7410605,230,"yellow"
"Breezy Point/Fort Tilden/Riis Beach","Midtown Center",20,-74.0059413,40.7127837,-73.9784137,40.7553676,230,"yellow"
"Central Harlem","Morningside Heights",22,-73.9538699,40.7988378,-73.9624327,40.8089564,230,"yellow"
"Central Harlem","Randalls Island",10,-73.9538699,40.7988378,-73.9271644,40.7891291,230,"yellow"
"Central Harlem","Times Sq/Theatre District",14,-73.9538699,40.7988378,-73.9841274,40.7592686,230,"yellow"
"Central Park","Bloomingdale",8,-73.9741874,40.7711329,-73.9697795,40.7988958,230,"yellow"
"Central Park","Chinatown",18,-73.9741874,40.7711329,-73.9970307,40.7157509,230,"yellow"
"Central Park","Morningside Heights",10,-73.9741874,40.7711329,-73.9624327,40.8089564,230,"yellow"
"Central Park","Stuyvesant Heights",0,-73.9741874,40.7711329,-73.9880663,40.7299553,230,"yellow"
"Central Park","Sutton Place/Turtle Bay North",8,-73.9741874,40.7711329,-73.9601669,40.7580204,230,"yellow"
"Chinatown","Midtown Center",10,-73.9970307,40.7157509,-73.9784137,40.7553676,230,"yellow"
"Chinatown","Midtown Center",22,-73.9970307,40.7157509,-73.9784137,40.7553676,230,"yellow"
"Chinatown","Murray Hill",14,-73.9970307,40.7157509,-73.9756567,40.7478792,230,"yellow"
"Chinatown","Penn Station/Madison Sq West",0,-73.9970307,40.7157509,-73.9880662,40.7433858,230,"yellow"
"Chinatown","Seaport",18,-73.9970307,40.7157509,-74.006884,40.711197,230,"yellow"
"Chinatown","SoHo",0,-73.9970307,40.7157509,-74.0029883,40.723301,230,"yellow"
"Chinatown","SoHo",20,-73.9970307,40.7157509,-74.0029883,40.723301,230,"yellow"
"Chinatown","World Trade Center",18,-73.9970307,40.7157509,-74.0131196,40.7118011,230,"yellow"
"Clinton East","Battery Park City",14,-73.9918181,40.7637581,-74.0160576,40.7122172,230,"yellow"
"Clinton East","Central Harlem",4,-73.9918181,40.7637581,-73.9538699,40.7988378,230,"yellow"
"Clinton East","Financial District North",22,-73.9918181,40.7637581,-74.0112764,40.7074909,230,"yellow"
"Clinton East","Long Island City/Hunters Point",22,-73.9918181,40.7637581,-73.95639,40.74128,230,"yellow"
"Clinton East","Morningside Heights",0,-73.9918181,40.7637581,-73.9624327,40.8089564,230,"yellow"
"Clinton East","Seaport",20,-73.9918181,40.7637581,-74.006884,40.711197,230,"yellow"
"Clinton East","UN/Turtle Bay South",20,-73.9918181,40.7637581,-73.9694292,40.7507161,230,"yellow"
"Clinton Hill","Crown Heights North",0,-73.9639021,40.6893665,-73.9447994,40.6681032,230,"yellow"
"Clinton Hill","South Williamsburg",22,-73.9639021,40.6893665,-73.9570696,40.7081156,230,"yellow"
"Crown Heights North","Crown Heights North",0,-73.9447994,40.6681032,-73.9447994,40.6681032,230,"yellow"
"East Chelsea","Bloomingdale",16,-74.0013737,40.7465004,-73.9697795,40.7988958,230,"yellow"
"East Chelsea","Breezy Point/Fort Tilden/Riis Beach",12,-74.0013737,40.7465004,-74.0059413,40.7127837,230,"yellow"
"East Chelsea","East Elmhurst",10,-74.0013737,40.7465004,-73.8713099,40.7737505,230,"yellow"
"East Chelsea","East Village",14,-74.0013737,40.7465004,-73.9815337,40.7264773,230,"yellow"
"East Chelsea","Greenwich Village North",6,-74.0013737,40.7465004,-74.0027418,40.7335719,230,"yellow"
"East Chelsea","Hamilton Heights",0,-74.0013737,40.7465004,-73.9496079,40.8259597,230,"yellow"
"East Chelsea","Hamilton Heights",22,-74.0013737,40.7465004,-73.9496079,40.8259597,230,"yellow"
"East Chelsea","Seaport",0,-74.0013737,40.7465004,-74.006884,40.711197,230,"yellow"
"East Chelsea","Sutton Place/Turtle Bay North",18,-74.0013737,40.7465004,-73.9601669,40.7580204,230,"yellow"
"East Chelsea","Upper East Side North",6,-74.0013737,40.7465004,-73.9565551,40.7735649,230,"yellow"
"East Chelsea","Washington Heights North",0,-74.0013737,40.7465004,-73.9393554,40.8417082,230,"yellow"
"East Chelsea","West Chelsea/Hudson Yards",16,-74.0013737,40.7465004,-74.0107647,40.7293087,230,"yellow"
"East Chelsea","West Chelsea/Hudson Yards",20,-74.0013737,40.7465004,-74.0107647,40.7293087,230,"yellow"
"East Chelsea","Williamsburg (South Side)",0,-74.0013737,40.7465004,-73.9517335,40.7079936,230,"yellow"
"East Elmhurst","Astoria",0,-73.8713099,40.7737505,-73.9234619,40.7643574,230,"yellow"
"East Elmhurst","Astoria",8,-73.8713099,40.7737505,-73.9234619,40.7643574,230,"yellow"
"East Elmhurst","Battery Park City",16,-73.8713099,40.7737505,-74.0160576,40.7122172,230,"yellow"
"East Elmhurst","Crown Heights North",20,-73.8713099,40.7737505,-73.9447994,40.6681032,230,"yellow"
"East Elmhurst","East Harlem North",14,-73.8713099,40.7737505,-73.9464769,40.8115504,230,"yellow"
"East Elmhurst","Forest Hills",14,-73.8713099,40.7737505,-73.8448469,40.718106,230,"yellow"
"East Elmhurst","Hudson Sq",8,-73.8713099,40.7737505,-74.0074731,40.7265834,230,"yellow"
"East Elmhurst","Kew Gardens",22,-73.8713099,40.7737505,-73.8272029,40.705695,230,"yellow"
"East Elmhurst","Little Italy/NoLiTa",10,-73.8713099,40.7737505,-73.9954909,40.7228971,230,"yellow"
"East Elmhurst","Long Island City/Hunters Point",10,-73.8713099,40.7737505,-73.95639,40.74128,230,"yellow"
"East Elmhurst","Lower East Side",16,-73.8713099,40.7737505,-73.9842724,40.715033,230,"yellow"
"East Elmhurst","Lower East Side",22,-73.8713099,40.7737505,-73.9842724,40.715033,230,"yellow"
"East Elmhurst","Steinway",10,-73.8713099,40.7737505,-73.9124667,40.7669996,230,"yellow"
"East Elmhurst","Stuy Town/Peter Cooper Village",16,-73.8713099,40.7737505,-73.9778494,40.7316903,230,"yellow"
"East Elmhurst","Sutton Place/Turtle Bay North",12,-73.8713099,40.7737505,-73.9601669,40.7580204,230,"yellow"
"East Elmhurst","Times Sq/Theatre District",0,-73.8713099,40.7737505,-73.9841274,40.7592686,230,"yellow"
"East Elmhurst","UN/Turtle Bay South",22,-73.8713099,40.7737505,-73.9694292,40.7507161,230,"yellow"
"East Harlem North","Yorkville East",8,-73.9464769,40.8115504,-73.9492079,40.7762231,230,"yellow"
"East Harlem North","Yorkville East",14,-73.9464769,40.8115504,-73.9492079,40.7762231,230,"yellow"
"East Village","Central Harlem",0,-73.9815337,40.7264773,-73.9538699,40.7988378,230,"yellow"
"East Village","Central Park",22,-73.9815337,40.7264773,-73.9741874,40.7711329,230,"yellow"
"East Village","Financial District North",12,-73.9815337,40.7264773,-74.0112764,40.7074909,230,"yellow"
"East Village","Gramercy",2,-73.9815337,40.7264773,-73.9818443,40.7376407,230,"yellow"
"East Village","Meatpacking/West Village West",20,-73.9815337,40.7264773,-74.0085128,40.7406973,230,"yellow"
"East Village","Midtown North",6,-73.9815337,40.7264773,-73.9840195,40.7549309,230,"yellow"
"East Village","Sutton Place/Turtle Bay North",20,-73.9815337,40.7264773,-73.9601669,40.7580204,230,"yellow"
"East Village","Upper West Side North",0,-73.9815337,40.7264773,-73.9753676,40.7870106,230,"yellow"
"Financial District North","Breezy Point/Fort Tilden/Riis Beach",14,-74.0112764,40.7074909,-74.0059413,40.7127837,230,"yellow"
"Financial District North","East Elmhurst",4,-74.0112764,40.7074909,-73.8713099,40.7737505,230,"yellow"
"Financial District North","East Village",16,-74.0112764,40.7074909,-73.9815337,40.7264773,230,"yellow"
"Financial District North","Flatiron",20,-74.0112764,40.7074909,-73.9896986,40.7410605,230,"yellow"
"Financial District North","Gramercy",16,-74.0112764,40.7074909,-73.9818443,40.7376407,230,"yellow"
"Financial District North","Kips Bay",10,-74.0112764,40.7074909,-73.9800645,40.7423292,230,"yellow"
"Financial District North","Lenox Hill East",16,-74.0112764,40.7074909,-73.9602312,40.7662315,230,"yellow"
"Financial District North","Lenox Hill East",22,-74.0112764,40.7074909,-73.9602312,40.7662315,230,"yellow"
"Financial District North","Lincoln Square East",22,-74.0112764,40.7074909,-73.9844722,40.773828,230,"yellow"
"Financial District North","Midtown Center",20,-74.0112764,40.7074909,-73.9784137,40.7553676,230,"yellow"
"Financial District North","Midtown North",8,-74.0112764,40.7074909,-73.9840195,40.7549309,230,"yellow"
"Financial District North","Murray Hill",8,-74.0112764,40.7074909,-73.9756567,40.7478792,230,"yellow"
"Financial District North","Union Sq",12,-74.0112764,40.7074909,-73.9910835,40.7358633,230,"yellow"
"Flatiron","Battery Park City",14,-73.9896986,40.7410605,-74.0160576,40.7122172,230,"yellow"
"Flatiron","Breezy Point/Fort Tilden/Riis Beach",12,-73.9896986,40.7410605,-74.0059413,40.7127837,230,"yellow"
"Flatiron","Breezy Point/Fort Tilden/Riis Beach",22,-73.9896986,40.7410605,-74.0059413,40.7127837,230,"yellow"
"Flatiron","East Village",10,-73.9896986,40.7410605,-73.9815337,40.7264773,230,"yellow"
"Flatiron","Financial District North",22,-73.9896986,40.7410605,-74.0112764,40.7074909,230,"yellow"
"Flatiron","JFK Airport",16,-73.9896986,40.7410605,-73.7781391,40.6413111,230,"yellow"
"Flatiron","Kips Bay",2,-73.9896986,40.7410605,-73.9800645,40.7423292,230,"yellow"
"Flatiron","Seaport",14,-73.9896986,40.7410605,-74.006884,40.711197,230,"yellow"
"Flatiron","Stuy Town/Peter Cooper Village",8,-73.9896986,40.7410605,-73.9778494,40.7316903,230,"yellow"
"Flatiron","Upper West Side North",12,-73.9896986,40.7410605,-73.9753676,40.7870106,230,"yellow"
"Garment District","Alphabet City",0,-73.9916342,40.7547072,-73.9785952,40.7260601,230,"yellow"
"Garment District","Bushwick North",2,-73.9916342,40.7547072,-73.9212858,40.6944282,230,"yellow"
"Garment District","Chinatown",0,-73.9916342,40.7547072,-73.9970307,40.7157509,230,"yellow"
"Garment District","Cobble Hill",20,-73.9916342,40.7547072,-73.9962255,40.686536,230,"yellow"
"Garment District","Gramercy",2,-73.9916342,40.7547072,-73.9818443,40.7376407,230,"yellow"
"Garment District","Lower East Side",2,-73.9916342,40.7547072,-73.9842724,40.715033,230,"yellow"
"Garment District","Lower East Side",12,-73.9916342,40.7547072,-73.9842724,40.715033,230,"yellow"
"Garment District","Newark Airport",6,-73.9916342,40.7547072,-74.1744624,40.6895314,230,"yellow"
"Garment District","Newark Airport",16,-73.9916342,40.7547072,-74.1744624,40.6895314,230,"yellow"
"Garment District","Prospect Heights",0,-73.9916342,40.7547072,-73.9668408,40.6774196,230,"yellow"
"Garment District","Roosevelt Island",20,-73.9916342,40.7547072,-73.9499426,40.7621302,230,"yellow"
"Garment District","SoHo",6,-73.9916342,40.7547072,-74.0029883,40.723301,230,"yellow"
"Garment District","West Chelsea/Hudson Yards",16,-73.9916342,40.7547072,-74.0107647,40.7293087,230,"yellow"
"Garment District","Williamsburg (South Side)",0,-73.9916342,40.7547072,-73.9517335,40.7079936,230,"yellow"
"Garment District","Williamsburg (South Side)",22,-73.9916342,40.7547072,-73.9517335,40.7079936,230,"yellow"
"Gramercy","Chinatown",10,-73.9818443,40.7376407,-73.9970307,40.7157509,230,"yellow"
"Gramercy","Lincoln Square East",20,-73.9818443,40.7376407,-73.9844722,40.773828,230,"yellow"
"Gramercy","Lower East Side",12,-73.9818443,40.7376407,-73.9842724,40.715033,230,"yellow"
"Gramercy","Midtown North",22,-73.9818443,40.7376407,-73.9840195,40.7549309,230,"yellow"
"Gramercy","Sutton Place/Turtle Bay North",10,-73.9818443,40.7376407,-73.9601669,40.7580204,230,"yellow"
"Gramercy","World Trade Center",6,-73.9818443,40.7376407,-74.0131196,40.7118011,230,"yellow"
"Greenpoint","South Williamsburg",22,-73.9418603,40.7245448,-73.9570696,40.7081156,230,"yellow"
"Greenwich Village North","Battery Park",22,-74.0027418,40.7335719,-74.0170279,40.7032775,230,"yellow"
"Greenwich Village North","Bloomingdale",20,-74.0027418,40.7335719,-73.9697795,40.7988958,230,"yellow"
"Greenwich Village North","Bushwick North",4,-74.0027418,40.7335719,-73.9212858,40.6944282,230,"yellow"
"Greenwich Village North","Central Harlem",2,-74.0027418,40.7335719,-73.9538699,40.7988378,230,"yellow"
"Greenwich Village North","Cobble Hill",20,-74.0027418,40.7335719,-73.9962255,40.686536,230,"yellow"
"Greenwich Village North","Crown Heights North",2,-74.0027418,40.7335719,-73.9447994,40.6681032,230,"yellow"
"Greenwich Village North","East Elmhurst",12,-74.0027418,40.7335719,-73.8713099,40.7737505,230,"yellow"
"Greenwich Village North","Greenwich Village North",4,-74.0027418,40.7335719,-74.0027418,40.7335719,230,"yellow"
"Greenwich Village North","Hamilton Heights",2,-74.0027418,40.7335719,-73.9496079,40.8259597,230,"yellow"
"Greenwich Village North","JFK Airport",4,-74.0027418,40.7335719,-73.7781391,40.6413111,230,"yellow"
"Greenwich Village North","Lenox Hill East",18,-74.0027418,40.7335719,-73.9602312,40.7662315,230,"yellow"
"Greenwich Village North","Prospect Heights",0,-74.0027418,40.7335719,-73.9668408,40.6774196,230,"yellow"
"Hudson Sq","Clinton East",14,-74.0074731,40.7265834,-73.9918181,40.7637581,230,"yellow"
"Hudson Sq","Gramercy",20,-74.0074731,40.7265834,-73.9818443,40.7376407,230,"yellow"
"Hudson Sq","Hudson Sq",22,-74.0074731,40.7265834,-74.0074731,40.7265834,230,"yellow"
"Hudson Sq","Seaport",12,-74.0074731,40.7265834,-74.006884,40.711197,230,"yellow"
"Hudson Sq","Seaport",18,-74.0074731,40.7265834,-74.006884,40.711197,230,"yellow"
"Hudson Sq","Upper East Side North",22,-74.0074731,40.7265834,-73.9565551,40.7735649,230,"yellow"
"JFK Airport","Battery Park City",16,-73.7781391,40.6413111,-74.0160576,40.7122172,230,"yellow"
"JFK Airport","Clinton East",10,-73.7781391,40.6413111,-73.9918181,40.7637581,230,"yellow"
"JFK Airport","Crown Heights North",12,-73.7781391,40.6413111,-73.9447994,40.6681032,230,"yellow"
"JFK Airport","East Harlem North",14,-73.7781391,40.6413111,-73.9464769,40.8115504,230,"yellow"
"JFK Airport","East Village",0,-73.7781391,40.6413111,-73.9815337,40.7264773,230,"yellow"
"JFK Airport","Far Rockaway",8,-73.7781391,40.6413111,-73.7448437,40.5998931,230,"yellow"
"JFK Airport","Far Rockaway",22,-73.7781391,40.6413111,-73.7448437,40.5998931,230,"yellow"
"JFK Airport","Forest Hills",16,-73.7781391,40.6413111,-73.8448469,40.718106,230,"yellow"
"JFK Airport","Greenpoint",6,-73.7781391,40.6413111,-73.9418603,40.7245448,230,"yellow"
"JFK Airport","Kew Gardens",18,-73.7781391,40.6413111,-73.8272029,40.705695,230,"yellow"
"JFK Airport","Lower East Side",16,-73.7781391,40.6413111,-73.9842724,40.715033,230,"yellow"
"JFK Airport","Midtown North",0,-73.7781391,40.6413111,-73.9840195,40.7549309,230,"yellow"
"JFK Airport","Prospect Heights",12,-73.7781391,40.6413111,-73.9668408,40.6774196,230,"yellow"
"JFK Airport","Ridgewood",22,-73.7781391,40.6413111,-73.9018292,40.7043986,230,"yellow"
"JFK Airport","SoHo",6,-73.7781391,40.6413111,-74.0029883,40.723301,230,"yellow"
"JFK Airport","South Jamaica",12,-73.7781391,40.6413111,-73.7919103,40.6808594,230,"yellow"
"JFK Airport","South Ozone Park",0,-73.7781391,40.6413111,-73.8124984,40.6764003,230,"yellow"
"JFK Airport","South Williamsburg",12,-73.7781391,40.6413111,-73.9570696,40.7081156,230,"yellow"
"JFK Airport","Steinway",22,-73.7781391,40.6413111,-73.9124667,40.7669996,230,"yellow"
"JFK Airport","Stuy Town/Peter Cooper Village",16,-73.7781391,40.6413111,-73.9778494,40.7316903,230,"yellow"
"JFK Airport","Stuy Town/Peter Cooper Village",20,-73.7781391,40.6413111,-73.9778494,40.7316903,230,"yellow"
"JFK Airport","UN/Turtle Bay South",18,-73.7781391,40.6413111,-73.9694292,40.7507161,230,"yellow"
"JFK Airport","UN/Turtle Bay South",22,-73.7781391,40.6413111,-73.9694292,40.7507161,230,"yellow"
"JFK Airport","Williamsburg (South Side)",14,-73.7781391,40.6413111,-73.9517335,40.7079936,230,"yellow"
"Kips Bay","Bloomingdale",0,-73.9800645,40.7423292,-73.9697795,40.7988958,230,"yellow"
"Kips Bay","Bloomingdale",22,-73.9800645,40.7423292,-73.9697795,40.7988958,230,"yellow"
"Kips Bay","Breezy Point/Fort Tilden/Riis Beach",18,-73.9800645,40.7423292,-74.0059413,40.7127837,230,"yellow"
"Kips Bay","Chinatown",20,-73.9800645,40.7423292,-73.9970307,40.7157509,230,"yellow"
"Kips Bay","JFK Airport",8,-73.9800645,40.7423292,-73.7781391,40.6413111,230,"yellow"
"Kips Bay","Stuy Town/Peter Cooper Village",2,-73.9800645,40.7423292,-73.9778494,40.7316903,230,"yellow"
"Kips Bay","Upper West Side North",14,-73.9800645,40.7423292,-73.9753676,40.7870106,230,"yellow"
"LaGuardia Airport","Lincoln Square East",20,-73.8739659,40.7769271,-73.9844722,40.773828,230,"yellow"
"LaGuardia Airport","Midtown East",12,-73.8739659,40.7769271,-73.9668408,40.7540369,230,"yellow"
"LaGuardia Airport","Upper West Side North",20,-73.8739659,40.7769271,-73.9753676,40.7870106,230,"yellow"
"Lenox Hill East","East Harlem North",12,-73.9602312,40.7662315,-73.9464769,40.8115504,230,"yellow"
"Lenox Hill East","Lenox Hill East",2,-73.9602312,40.7662315,-73.9602312,40.7662315,230,"yellow"
"Lenox Hill East","Penn Station/Madison Sq West",0,-73.9602312,40.7662315,-73.9880662,40.7433858,230,"yellow"
"Lenox Hill East","World Trade Center",6,-73.9602312,40.7662315,-74.0131196,40.7118011,230,"yellow"
"Lincoln Square East","Battery Park City",18,-73.9844722,40.773828,-74.0160576,40.7122172,230,"yellow"
"Lincoln Square East","East Harlem North",6,-73.9844722,40.773828,-73.9464769,40.8115504,230,"yellow"
"Lincoln Square East","Little Italy/NoLiTa",0,-73.9844722,40.773828,-73.9954909,40.7228971,230,"yellow"
"Lincoln Square East","Lower East Side",22,-73.9844722,40.773828,-73.9842724,40.715033,230,"yellow"
"Lincoln Square East","Roosevelt Island",12,-73.9844722,40.773828,-73.9499426,40.7621302,230,"yellow"
"Lincoln Square East","Stuy Town/Peter Cooper Village",20,-73.9844722,40.773828,-73.9778494,40.7316903,230,"yellow"
"Lincoln Square East","Union Sq",0,-73.9844722,40.773828,-73.9910835,40.7358633,230,"yellow"
"Lincoln Square East","Union Sq",8,-73.9844722,40.773828,-73.9910835,40.7358633,230,"yellow"
"Lincoln Square East","West Village",8,-73.9844722,40.773828,-74.0035709,40.735781,230,"yellow"
"Little Italy/NoLiTa","Cobble Hill",0,-73.9954909,40.7228971,-73.9962255,40.686536,230,"yellow"
"Little Italy/NoLiTa","Fort Greene",20,-73.9954909,40.7228971,-73.9741874,40.6920638,230,"yellow"
"Little Italy/NoLiTa","Lincoln Square East",12,-73.9954909,40.7228971,-73.9844722,40.773828,230,"yellow"
"Little Italy/NoLiTa","Long Island City/Hunters Point",2,-73.9954909,40.7228971,-73.95639,40.74128,230,"yellow"
"Long Island City/Hunters Point","Long Island City/Hunters Point",8,-73.95639,40.74128,-73.95639,40.74128,230,"yellow"
"Long Island City/Queens Plaza","Astoria",10,-73.9373702,40.7487173,-73.9234619,40.7643574,230,"yellow"
"Long Island City/Queens Plaza","Long Island City/Queens Plaza",4,-73.9373702,40.7487173,-73.9373702,40.7487173,230,"yellow"
"Lower East Side","Financial District North",0,-73.9842724,40.715033,-74.0112764,40.7074909,230,"yellow"
"Lower East Side","Financial District North",20,-73.9842724,40.715033,-74.0112764,40.7074909,230,"yellow"
"Lower East Side","Kips Bay",22,-73.9842724,40.715033,-73.9800645,40.7423292,230,"yellow"
"Lower East Side","Midtown East",22,-73.9842724,40.715033,-73.9668408,40.7540369,230,"yellow"
"Meatpacking/West Village West","Breezy Point/Fort Tilden/Riis Beach",2,-74.0085128,40.7406973,-74.0059413,40.7127837,230,"yellow"
"Meatpacking/West Village West","Bushwick North",2,-74.0085128,40.7406973,-73.9212858,40.6944282,230,"yellow"
"Meatpacking/West Village West","Central Park",8,-74.0085128,40.7406973,-73.9741874,40.7711329,230,"yellow"
"Meatpacking/West Village West","Greenwich Village North",4,-74.0085128,40.7406973,-74.0027418,40.7335719,230,"yellow"
"Meatpacking/West Village West","Long Island City/Hunters Point",0,-74.0085128,40.7406973,-73.95639,40.74128,230,"yellow"
"Meatpacking/West Village West","Midtown East",4,-74.0085128,40.7406973,-73.9668408,40.7540369,230,"yellow"
"Meatpacking/West Village West","South Williamsburg",2,-74.0085128,40.7406973,-73.9570696,40.7081156,230,"yellow"
"Meatpacking/West Village West","Williamsburg (South Side)",2,-74.0085128,40.7406973,-73.9517335,40.7079936,230,"yellow"
"Meatpacking/West Village West","World Trade Center",2,-74.0085128,40.7406973,-74.0131196,40.7118011,230,"yellow"
"Midtown Center","Alphabet City",20,-73.9784137,40.7553676,-73.9785952,40.7260601,230,"yellow"
"Midtown Center","Greenpoint",20,-73.9784137,40.7553676,-73.9418603,40.7245448,230,"yellow"
"Midtown Center","Park Slope",20,-73.9784137,40.7553676,-73.9805817,40.6681038,230,"yellow"
"Midtown Center","Sunnyside",22,-73.9784137,40.7553676,-73.9196324,40.7432759,230,"yellow"
"Midtown Center","Upper East Side North",2,-73.9784137,40.7553676,-73.9565551,40.7735649,230,"yellow"
"Midtown East","Alphabet City",20,-73.9668408,40.7540369,-73.9785952,40.7260601,230,"yellow"
"Midtown East","Astoria",4,-73.9668408,40.7540369,-73.9234619,40.7643574,230,"yellow"
"Midtown East","Greenwich Village North",12,-73.9668408,40.7540369,-74.0027418,40.7335719,230,"yellow"
"Midtown East","Randalls Island",22,-73.9668408,40.7540369,-73.9271644,40.7891291,230,"yellow"
"Midtown East","Steinway",2,-73.9668408,40.7540369,-73.9124667,40.7669996,230,"yellow"
"Midtown North","Battery Park",12,-73.9840195,40.7549309,-74.0170279,40.7032775,230,"yellow"
"Midtown North","Financial District North",16,-73.9840195,40.7549309,-74.0112764,40.7074909,230,"yellow"
"Midtown North","Long Island City/Hunters Point",0,-73.9840195,40.7549309,-73.95639,40.74128,230,"yellow"
"Midtown North","Seaport",12,-73.9840195,40.7549309,-74.006884,40.711197,230,"yellow"
"Midtown North","South Williamsburg",0,-73.9840195,40.7549309,-73.9570696,40.7081156,230,"yellow"
"Midtown North","Steinway",2,-73.9840195,40.7549309,-73.9124667,40.7669996,230,"yellow"
"Midtown North","West Village",14,-73.9840195,40.7549309,-74.0035709,40.735781,230,"yellow"
"Morningside Heights","Bloomingdale",0,-73.9624327,40.8089564,-73.9697795,40.7988958,230,"yellow"
"Morningside Heights","Morningside Heights",22,-73.9624327,40.8089564,-73.9624327,40.8089564,230,"yellow"
"Murray Hill","Breezy Point/Fort Tilden/Riis Beach",8,-73.9756567,40.7478792,-74.0059413,40.7127837,230,"yellow"
"Murray Hill","East Village",12,-73.9756567,40.7478792,-73.9815337,40.7264773,230,"yellow"
"Murray Hill","Little Italy/NoLiTa",6,-73.9756567,40.7478792,-73.9954909,40.7228971,230,"yellow"
"Murray Hill","South Williamsburg",20,-73.9756567,40.7478792,-73.9570696,40.7081156,230,"yellow"
"Murray Hill","Union Sq",0,-73.9756567,40.7478792,-73.9910835,40.7358633,230,"yellow"
"Penn Station/Madison Sq West","Battery Park City",12,-73.9880662,40.7433858,-74.0160576,40.7122172,230,"yellow"
"Penn Station/Madison Sq West","Chinatown",14,-73.9880662,40.7433858,-73.9970307,40.7157509,230,"yellow"
"Penn Station/Madison Sq West","Gramercy",4,-73.9880662,40.7433858,-73.9818443,40.7376407,230,"yellow"
"Penn Station/Madison Sq West","Hamilton Heights",22,-73.9880662,40.7433858,-73.9496079,40.8259597,230,"yellow"
"Penn Station/Madison Sq West","Park Slope",20,-73.9880662,40.7433858,-73.9805817,40.6681038,230,"yellow"
"Penn Station/Madison Sq West","Seaport",8,-73.9880662,40.7433858,-74.006884,40.711197,230,"yellow"
"Penn Station/Madison Sq West","Steinway",2,-73.9880662,40.7433858,-73.9124667,40.7669996,230,"yellow"
"Penn Station/Madison Sq West","Stuyvesant Heights",6,-73.9880662,40.7433858,-73.9880663,40.7299553,230,"yellow"
"Penn Station/Madison Sq West","West Village",6,-73.9880662,40.7433858,-74.0035709,40.735781,230,"yellow"
"Penn Station/Madison Sq West","World Trade Center",18,-73.9880662,40.7433858,-74.0131196,40.7118011,230,"yellow"
"Randalls Island","East Harlem North",8,-73.9271644,40.7891291,-73.9464769,40.8115504,230,"yellow"
"Roosevelt Island","Midtown Center",18,-73.9499426,40.7621302,-73.9784137,40.7553676,230,"yellow"
"Roosevelt Island","Murray Hill",16,-73.9499426,40.7621302,-73.9756567,40.7478792,230,"yellow"
"Seaport","Battery Park",18,-74.006884,40.711197,-74.0170279,40.7032775,230,"yellow"
"Seaport","Breezy Point/Fort Tilden/Riis Beach",14,-74.006884,40.711197,-74.0059413,40.7127837,230,"yellow"
"Seaport","Chinatown",22,-74.006884,40.711197,-73.9970307,40.7157509,230,"yellow"
"Seaport","East Village",16,-74.006884,40.711197,-73.9815337,40.7264773,230,"yellow"
"Seaport","Flatiron",8,-74.006884,40.711197,-73.9896986,40.7410605,230,"yellow"
"Seaport","Flatiron",12,-74.006884,40.711197,-73.9896986,40.7410605,230,"yellow"
"Seaport","Flatiron",14,-74.006884,40.711197,-73.9896986,40.7410605,230,"yellow"
"Seaport","Garment District",10,-74.006884,40.711197,-73.9916342,40.7547072,230,"yellow"
"Seaport","Greenwich Village North",12,-74.006884,40.711197,-74.0027418,40.7335719,230,"yellow"
"Seaport","Kips Bay",18,-74.006884,40.711197,-73.9800645,40.7423292,230,"yellow"
"Seaport","Midtown Center",8,-74.006884,40.711197,-73.9784137,40.7553676,230,"yellow"
"Seaport","Murray Hill",10,-74.006884,40.711197,-73.9756567,40.7478792,230,"yellow"
"Seaport","Times Sq/Theatre District",10,-74.006884,40.711197,-73.9841274,40.7592686,230,"yellow"
