"pickup_zone","dropoff_zone","time_interval","pickup_lon","pickup_lat","dropoff_lon","dropoff_lat","n","color"
"Forest Hills","Rego Park",16,-73.8448469,40.718106,-73.8624893,40.7255722,591,"green"
"Jackson Heights","North Corona",0,-73.8830701,40.7556818,-73.8624893,40.7502698,591,"green"
"Long Island City/Hunters Point","Long Island City/Hunters Point",8,-73.95639,40.74128,-73.95639,40.74128,591,"green"
"Williamsburg (South Side)","Williamsburg (North Side)",0,-73.9517335,40.7079936,-73.9634429,40.7190424,591,"green"
"East Harlem North","Upper East Side North",10,-73.9464769,40.8115504,-73.9565551,40.7735649,590,"green"
"Manhattanville","East Harlem North",14,-73.9558333,40.8169443,-73.9464769,40.8115504,590,"green"
"Cobble Hill","Boerum Hill",18,-73.9962255,40.686536,-73.9844722,40.6848689,589,"green"
"Hamilton Heights","Hamilton Heights",12,-73.9496079,40.8259597,-73.9496079,40.8259597,589,"green"
"East Harlem North","Manhattanville",22,-73.9464769,40.8115504,-73.9558333,40.8169443,588,"green"
"Elmhurst/Maspeth","Elmhurst",20,-73.8932385,40.7395973,-73.8801301,40.737975,587,"green"
"Williamsburg (South Side)","Williamsburg (North Side)",22,-73.9517335,40.7079936,-73.9634429,40.7190424,585,"green"
"Williamsburg (South Side)","Williamsburg (North Side)",20,-73.9517335,40.7079936,-73.9634429,40.7190424,584,"green"
"Rego Park","Corona",18,-73.8624893,40.7255722,-73.8642613,40.7449859,580,"green"
"Elmhurst/Maspeth","East Elmhurst",16,-73.8932385,40.7395973,-73.8713099,40.7737505,578,"green"
"Elmhurst/Maspeth","Woodside",20,-73.8932385,40.7395973,-73.9036487,40.7512123,577,"green"
"Fort Greene","Clinton Hill",20,-73.9741874,40.6920638,-73.9639021,40.6893665,577,"green"
"East Harlem North","Upper West Side North",20,-73.9464769,40.8115504,-73.9753676,40.7870106,575,"green"
"Park Slope","Prospect Heights",18,-73.9805817,40.6681038,-73.9668408,40.6774196,575,"green"
"Manhattanville","East Harlem North",10,-73.9558333,40.8169443,-73.9464769,40.8115504,574,"green"
"Astoria","Steinway",8,-73.9234619,40.7643574,-73.9124667,40.7669996,573,"green"
"Central Harlem","Randalls Island",10,-73.9538699,40.7988378,-73.9271644,40.7891291,573,"green"
"East Harlem North","Upper East Side North",8,-73.9464769,40.8115504,-73.9565551,40.7735649,572,"green"
"East Harlem North","Manhattanville",10,-73.9464769,40.8115504,-73.9558333,40.8169443,569,"green"
"Central Harlem","Lincoln Square East",16,-73.9538699,40.7988378,-73.9844722,40.773828,566,"green"
"East Harlem North","Yorkville East",10,-73.9464769,40.8115504,-73.9492079,40.7762231,566,"green"
"Park Slope","Park Slope",20,-73.9805817,40.6681038,-73.9805817,40.6681038,565,"green"
"Boerum Hill","Clinton Hill",20,-73.9844722,40.6848689,-73.9639021,40.6893665,564,"green"
"Elmhurst/Maspeth","Elmhurst",2,-73.8932385,40.7395973,-73.8801301,40.737975,563,"green"
"Elmhurst/Maspeth","East Elmhurst",18,-73.8932385,40.7395973,-73.8713099,40.7737505,562,"green"
"Hamilton Heights","East Harlem North",22,-73.9496079,40.8259597,-73.9464769,40.8115504,562,"green"
"Morningside Heights","Upper West Side North",12,-73.9624327,40.8089564,-73.9753676,40.7870106,562,"green"
"Steinway","Astoria Park",16,-73.9124667,40.7669996,-73.9215888,40.7796684,562,"green"
"Astoria","Queensboro Hill",8,-73.9234619,40.7643574,-73.940358,40.7509287,561,"green"
"Boerum Hill","Park Slope",16,-73.9844722,40.6848689,-73.9805817,40.6681038,561,"green"
"Williamsburg (South Side)","Greenpoint",22,-73.9517335,40.7079936,-73.9418603,40.7245448,561,"green"
"Central Harlem","Lincoln Square East",18,-73.9538699,40.7988378,-73.9844722,40.773828,560,"green"
"Jackson Heights","North Corona",22,-73.8830701,40.7556818,-73.8624893,40.7502698,560,"green"
"Morningside Heights","Bloomingdale",12,-73.9624327,40.8089564,-73.9697795,40.7988958,560,"green"
"East Harlem North","Morningside Heights",20,-73.9464769,40.8115504,-73.9624327,40.8089564,559,"green"
"Morningside Heights","Central Harlem",18,-73.9624327,40.8089564,-73.9538699,40.7988378,559,"green"
"East Harlem North","Randalls Island",16,-73.9464769,40.8115504,-73.9271644,40.7891291,558,"green"
"East Harlem North","Upper East Side North",20,-73.9464769,40.8115504,-73.9565551,40.7735649,558,"green"
"Elmhurst/Maspeth","Jackson Heights",12,-73.8932385,40.7395973,-73.8830701,40.7556818,558,"green"
"Hamilton Heights","East Harlem North",6,-73.9496079,40.8259597,-73.9464769,40.8115504,558,"green"
"East Harlem North","Manhattanville",12,-73.9464769,40.8115504,-73.9558333,40.8169443,557,"green"
"East Harlem North","Upper West Side North",14,-73.9464769,40.8115504,-73.9753676,40.7870106,557,"green"
"Randalls Island","Central Harlem",18,-73.9271644,40.7891291,-73.9538699,40.7988378,556,"green"
"Astoria","Queensboro Hill",16,-73.9234619,40.7643574,-73.940358,40.7509287,555,"green"
"Boerum Hill","Fort Greene",18,-73.9844722,40.6848689,-73.9741874,40.6920638,554,"green"
"Williamsburg (North Side)","Stuyvesant Heights",0,-73.9634429,40.7190424,-73.9330981,40.6882279,554,"green"
"Jackson Heights","North Corona",20,-73.8830701,40.7556818,-73.8624893,40.7502698,553,"green"
"Rego Park","Corona",20,-73.8624893,40.7255722,-73.8642613,40.7449859,553,"green"
"Williamsburg (North Side)","Clinton Hill",22,-73.9634429,40.7190424,-73.9639021,40.6893665,553,"green"
"East Harlem North","Hamilton Heights",2,-73.9464769,40.8115504,-73.9496079,40.8259597,552,"green"
"Prospect Heights","Prospect Heights",18,-73.9668408,40.6774196,-73.9668408,40.6774196,552,"green"
"Washington Heights North","Washington Heights North",14,-73.9393554,40.8417082,-73.9393554,40.8417082,552,"green"
"Elmhurst/Maspeth","Woodside",0,-73.8932385,40.7395973,-73.9036487,40.7512123,550,"green"
"Jackson Heights","Corona",2,-73.8830701,40.7556818,-73.8642613,40.7449859,550,"green"
"Steinway","Jackson Heights",20,-73.9124667,40.7669996,-73.8830701,40.7556818,550,"green"
"Forest Hills","Forest Hills",14,-73.8448469,40.718106,-73.8448469,40.718106,549,"green"
"East Harlem North","Upper West Side North",10,-73.9464769,40.8115504,-73.9753676,40.7870106,548,"green"
"East Harlem North","Randalls Island",14,-73.9464769,40.8115504,-73.9271644,40.7891291,545,"green"
"Boerum Hill","Boerum Hill",20,-73.9844722,40.6848689,-73.9844722,40.6848689,542,"green"
"Central Harlem","Lenox Hill East",16,-73.9538699,40.7988378,-73.9602312,40.7662315,542,"green"
"Morningside Heights","Lincoln Square East",18,-73.9624327,40.8089564,-73.9844722,40.773828,541,"green"
"Prospect Heights","Prospect Heights",20,-73.9668408,40.6774196,-73.9668408,40.6774196,540,"green"
"Steinway","Jackson Heights",18,-73.9124667,40.7669996,-73.8830701,40.7556818,540,"green"
"Williamsburg (North Side)","Williamsburg (North Side)",14,-73.9634429,40.7190424,-73.9634429,40.7190424,540,"green"
"Elmhurst/Maspeth","Jackson Heights",4,-73.8932385,40.7395973,-73.8830701,40.7556818,539,"green"
"Forest Hills","Briarwood/Jamaica Hills",18,-73.8448469,40.718106,-73.8273848,40.7126936,539,"green"
"Park Slope","Boerum Hill",18,-73.9805817,40.6681038,-73.9844722,40.6848689,539,"green"
"Woodside","Woodside",18,-73.9036487,40.7512123,-73.9036487,40.7512123,539,"green"
"Manhattanville","East Harlem North",12,-73.9558333,40.8169443,-73.9464769,40.8115504,538,"green"
"Marine Park/Floyd Bennett Field","Stuyvesant Heights",18,-73.9441579,40.6781784,-73.9330981,40.6882279,537,"green"
"Woodside","Jackson Heights",18,-73.9036487,40.7512123,-73.8830701,40.7556818,537,"green"
"Elmhurst/Maspeth","Woodside",16,-73.8932385,40.7395973,-73.9036487,40.7512123,536,"green"
"Astoria","Sunnyside",18,-73.9234619,40.7643574,-73.9196324,40.7432759,534,"green"
"Central Harlem","Lenox Hill East",18,-73.9538699,40.7988378,-73.9602312,40.7662315,534,"green"
"Morningside Heights","Upper West Side North",20,-73.9624327,40.8089564,-73.9753676,40.7870106,534,"green"
"Morningside Heights","Lincoln Square East",16,-73.9624327,40.8089564,-73.9844722,40.773828,533,"green"
"Morningside Heights","Upper West Side North",10,-73.9624327,40.8089564,-73.9753676,40.7870106,533,"green"
"Elmhurst/Maspeth","Elmhurst",18,-73.8932385,40.7395973,-73.8801301,40.737975,532,"green"
"East Harlem North","Bloomingdale",12,-73.9464769,40.8115504,-73.9697795,40.7988958,531,"green"
"Williamsburg (North Side)","Clinton Hill",0,-73.9634429,40.7190424,-73.9639021,40.6893665,531,"green"
"Williamsburg (South Side)","Williamsburg (South Side)",20,-73.9517335,40.7079936,-73.9517335,40.7079936,531,"green"
"East Harlem North","Washington Heights North",18,-73.9464769,40.8115504,-73.9393554,40.8417082,530,"green"
"Morningside Heights","Upper West Side North",8,-73.9624327,40.8089564,-73.9753676,40.7870106,530,"green"
"Steinway","East Elmhurst",16,-73.9124667,40.7669996,-73.8713099,40.7737505,530,"green"
"Astoria","Queensboro Hill",18,-73.9234619,40.7643574,-73.940358,40.7509287,529,"green"
"Rego Park","Rego Park",18,-73.8624893,40.7255722,-73.8624893,40.7255722,529,"green"
"Fort Greene","Clinton Hill",16,-73.9741874,40.6920638,-73.9639021,40.6893665,528,"green"
"Washington Heights North","Washington Heights North",16,-73.9393554,40.8417082,-73.9393554,40.8417082,528,"green"
"Astoria","Astoria Park",22,-73.9234619,40.7643574,-73.9215888,40.7796684,527,"green"
"Williamsburg (South Side)","Bushwick North",22,-73.9517335,40.7079936,-73.9212858,40.6944282,527,"green"
"East Harlem North","Upper East Side North",14,-73.9464769,40.8115504,-73.9565551,40.7735649,526,"green"
"Williamsburg (North Side)","East Williamsburg",0,-73.9634429,40.7190424,-73.9330429,40.7158762,526,"green"
"Morningside Heights","Morningside Heights",18,-73.9624327,40.8089564,-73.9624327,40.8089564,525,"green"
"Park Slope","Park Slope",14,-73.9805817,40.6681038,-73.9805817,40.6681038,525,"green"
"East Harlem North","Yorkville East",8,-73.9464769,40.8115504,-73.9492079,40.7762231,524,"green"
"Williamsburg (North Side)","Williamsburg (South Side)",16,-73.9634429,40.7190424,-73.9517335,40.7079936,524,"green"
"Astoria","Woodside",18,-73.9234619,40.7643574,-73.9036487,40.7512123,523,"green"
"Elmhurst","Elmhurst",18,-73.8801301,40.737975,-73.8801301,40.737975,522,"green"
"Brooklyn Heights","Cobble Hill",16,-73.9932872,40.6960105,-73.9962255,40.686536,521,"green"
"Central Harlem","Hamilton Heights",14,-73.9538699,40.7988378,-73.9496079,40.8259597,521,"green"
"Central Harlem","Lenox Hill East",14,-73.9538699,40.7988378,-73.9602312,40.7662315,520,"green"
"Morningside Heights","Bloomingdale",20,-73.9624327,40.8089564,-73.9697795,40.7988958,519,"green"
"Central Harlem","Randalls Island",8,-73.9538699,40.7988378,-73.9271644,40.7891291,517,"green"
"Marine Park/Floyd Bennett Field","Marine Park/Floyd Bennett Field",14,-73.9441579,40.6781784,-73.9441579,40.6781784,516,"green"
"Morningside Heights","Morningside Heights",8,-73.9624327,40.8089564,-73.9624327,40.8089564,516,"green"
"Long Island City/Hunters Point","Long Island City/Hunters Point",10,-73.95639,40.74128,-73.95639,40.74128,515,"green"
"Boerum Hill","Clinton Hill",22,-73.9844722,40.6848689,-73.9639021,40.6893665,514,"green"
"Astoria","Astoria Park",16,-73.9234619,40.7643574,-73.9215888,40.7796684,513,"green"
"Boerum Hill","Clinton Hill",16,-73.9844722,40.6848689,-73.9639021,40.6893665,513,"green"
"Stuyvesant Heights","Stuyvesant Heights",20,-73.9330981,40.6882279,-73.9330981,40.6882279,511,"green"
"Elmhurst/Maspeth","Elmhurst/Maspeth",22,-73.8932385,40.7395973,-73.8932385,40.7395973,510,"green"
"Long Island City/Hunters Point","Long Island City/Hunters Point",18,-73.95639,40.74128,-73.95639,40.74128,510,"green"
"Woodside","Jackson Heights",20,-73.9036487,40.7512123,-73.8830701,40.7556818,510,"green"
"Marine Park/Floyd Bennett Field","Marine Park/Floyd Bennett Field",0,-73.9441579,40.6781784,-73.9441579,40.6781784,509,"green"
"Astoria","Sunnyside",20,-73.9234619,40.7643574,-73.9196324,40.7432759,508,"green"
"Park Slope","Prospect Heights",16,-73.9805817,40.6681038,-73.9668408,40.6774196,506,"green"
"Prospect Heights","Marine Park/Floyd Bennett Field",22,-73.9668408,40.6774196,-73.9441579,40.6781784,505,"green"
"Williamsburg (North Side)","Stuyvesant Heights",22,-73.9634429,40.7190424,-73.9330981,40.6882279,504,"green"
"East Harlem North","Randalls Island",20,-73.9464769,40.8115504,-73.9271644,40.7891291,503,"green"
"Morningside Heights","Central Harlem",14,-73.9624327,40.8089564,-73.9538699,40.7988378,503,"green"
"East Harlem North","Central Harlem",2,-73.9464769,40.8115504,-73.9538699,40.7988378,502,"green"
"Marine Park/Floyd Bennett Field","Stuyvesant Heights",20,-73.9441579,40.6781784,-73.9330981,40.6882279,502,"green"
"Randalls Island","Central Harlem",14,-73.9271644,40.7891291,-73.9538699,40.7988378,501,"green"
"Washington Heights North","Hamilton Heights",16,-73.9393554,40.8417082,-73.9496079,40.8259597,501,"green"
"East Harlem North","Bloomingdale",22,-73.9464769,40.8115504,-73.9697795,40.7988958,500,"green"
"Long Island City/Hunters Point","Williamsburg (North Side)",18,-73.95639,40.74128,-73.9634429,40.7190424,500,"green"
"Morningside Heights","East Harlem North",12,-73.9624327,40.8089564,-73.9464769,40.8115504,500,"green"
"Jackson Heights","Elmhurst/Maspeth",8,-73.8830701,40.7556818,-73.8932385,40.7395973,499,"green"
"Randalls Island","Central Harlem",10,-73.9271644,40.7891291,-73.9538699,40.7988378,498,"green"
"Woodside","Astoria",18,-73.9036487,40.7512123,-73.9234619,40.7643574,498,"green"
"Yorkville East","Central Harlem",8,-73.9492079,40.7762231,-73.9538699,40.7988378,497,"green"
"Morningside Heights","Morningside Heights",14,-73.9624327,40.8089564,-73.9624327,40.8089564,496,"green"
"Steinway","Jackson Heights",22,-73.9124667,40.7669996,-73.8830701,40.7556818,496,"green"
"Boerum Hill","Boerum Hill",16,-73.9844722,40.6848689,-73.9844722,40.6848689,495,"green"
"Park Slope","Prospect Heights",20,-73.9805817,40.6681038,-73.9668408,40.6774196,494,"green"
"Boerum Hill","Prospect Heights",16,-73.9844722,40.6848689,-73.9668408,40.6774196,493,"green"
"East Harlem North","Upper East Side North",12,-73.9464769,40.8115504,-73.9565551,40.7735649,492,"green"
"Elmhurst/Maspeth","Elmhurst/Maspeth",18,-73.8932385,40.7395973,-73.8932385,40.7395973,492,"green"
"Manhattanville","East Harlem North",20,-73.9558333,40.8169443,-73.9464769,40.8115504,492,"green"
"Washington Heights North","Washington Heights North",18,-73.9393554,40.8417082,-73.9393554,40.8417082,492,"green"
"Williamsburg (North Side)","Stuyvesant Heights",2,-73.9634429,40.7190424,-73.9330981,40.6882279,491,"green"
"Boerum Hill","Park Slope",14,-73.9844722,40.6848689,-73.9805817,40.6681038,490,"green"
"Downtown Brooklyn/MetroTech","Clinton Hill",18,-73.9861433,40.6942409,-73.9639021,40.6893665,490,"green"
"Williamsburg (South Side)","Stuyvesant Heights",22,-73.9517335,40.7079936,-73.9330981,40.6882279,489,"green"
"Downtown Brooklyn/MetroTech","Fort Greene",16,-73.9861433,40.6942409,-73.9741874,40.6920638,488,"green"
"Elmhurst/Maspeth","Elmhurst/Maspeth",20,-73.8932385,40.7395973,-73.8932385,40.7395973,488,"green"
"Elmhurst/Maspeth","North Corona",0,-73.8932385,40.7395973,-73.8624893,40.7502698,488,"green"
"Morningside Heights","Hamilton Heights",16,-73.9624327,40.8089564,-73.9496079,40.8259597,488,"green"
"East Harlem North","Morningside Heights",6,-73.9464769,40.8115504,-73.9624327,40.8089564,487,"green"
"Jackson Heights","Corona",4,-73.8830701,40.7556818,-73.8642613,40.7449859,486,"green"
"Elmhurst","Elmhurst",20,-73.8801301,40.737975,-73.8801301,40.737975,484,"green"
"Williamsburg (North Side)","East Williamsburg",2,-73.9634429,40.7190424,-73.9330429,40.7158762,484,"green"
"Astoria","Queensboro Hill",10,-73.9234619,40.7643574,-73.940358,40.7509287,483,"green"
"Prospect Heights","Park Slope",18,-73.9668408,40.6774196,-73.9805817,40.6681038,481,"green"
"Randalls Island","Central Harlem",16,-73.9271644,40.7891291,-73.9538699,40.7988378,480,"green"
"Stuyvesant Heights","Stuyvesant Heights",18,-73.9330981,40.6882279,-73.9330981,40.6882279,480,"green"
"Astoria","Queensboro Hill",14,-73.9234619,40.7643574,-73.940358,40.7509287,479,"green"
"Morningside Heights","Bloomingdale",10,-73.9624327,40.8089564,-73.9697795,40.7988958,479,"green"
"Marine Park/Floyd Bennett Field","Stuyvesant Heights",16,-73.9441579,40.6781784,-73.9330981,40.6882279,478,"green"
"Williamsburg (North Side)","Williamsburg (North Side)",8,-73.9634429,40.7190424,-73.9634429,40.7190424,478,"green"
"East Harlem North","Washington Heights North",20,-73.9464769,40.8115504,-73.9393554,40.8417082,477,"green"
"Williamsburg (North Side)","East Village",0,-73.9634429,40.7190424,-73.9815337,40.7264773,477,"green"
"Woodside","Woodside",20,-73.9036487,40.7512123,-73.9036487,40.7512123,477,"green"
"Forest Hills","Rego Park",14,-73.8448469,40.718106,-73.8624893,40.7255722,476,"green"
"Rego Park","Corona",16,-73.8624893,40.7255722,-73.8642613,40.7449859,473,"green"
"Prospect Heights","Prospect Heights",22,-73.9668408,40.6774196,-73.9668408,40.6774196,472,"green"
"Williamsburg (South Side)","Stuyvesant Heights",2,-73.9517335,40.7079936,-73.9330981,40.6882279,472,"green"
"Long Island City/Hunters Point","Williamsburg (North Side)",20,-73.95639,40.74128,-73.9634429,40.7190424,471,"green"
"Central Harlem","Randalls Island",22,-73.9538699,40.7988378,-73.9271644,40.7891291,470,"green"
"Hamilton Heights","Washington Heights North",8,-73.9496079,40.8259597,-73.9393554,40.8417082,470,"green"
"Washington Heights North","Washington Heights North",8,-73.9393554,40.8417082,-73.9393554,40.8417082,470,"green"
"Williamsburg (South Side)","Williamsburg (North Side)",18,-73.9517335,40.7079936,-73.9634429,40.7190424,470,"green"
"Elmhurst/Maspeth","Elmhurst/Maspeth",0,-73.8932385,40.7395973,-73.8932385,40.7395973,469,"green"
"East Harlem North","Bloomingdale",10,-73.9464769,40.8115504,-73.9697795,40.7988958,468,"green"
"Astoria","Jackson Heights",0,-73.9234619,40.7643574,-73.8830701,40.7556818,467,"green"
"Central Harlem","Lincoln Square East",10,-73.9538699,40.7988378,-73.9844722,40.773828,467,"green"
"Randalls Island","Central Harlem",20,-73.9271644,40.7891291,-73.9538699,40.7988378,467,"green"
"Astoria","Sunnyside",22,-73.9234619,40.7643574,-73.9196324,40.7432759,466,"green"
"Jamaica","Jamaica",18,-73.7889689,40.702677,-73.7889689,40.702677,466,"green"
"Morningside Heights","Hamilton Heights",18,-73.9624327,40.8089564,-73.9496079,40.8259597,466,"green"
"Astoria","Woodside",22,-73.9234619,40.7643574,-73.9036487,40.7512123,464,"green"
